TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR,KENPOM_NETRTG,KENPOM_ORTG,KENPOM_DRTG,KENPOM_ADJT,LUCK,SOS_NETRTG,NCSOS_NETRTG,TRUE_QUALITY_SCORE,KENPOM_RANK,SEED_DIVERGENCE,QMS
Virginia Tech,ACC,33,21,115.2,98.6,0.8579,57.7,50.4,17.0,18.6,23.9,29.4,36.5,29.4,57.3,49.2,38.8,34.7,70.2,1.3,R64,8.0,2018,16.03,115.3,99.3,68.7,-0.018,7.91,-9.76,16.037200000000002,33.0,1.0,36.0
Wagner,NEC,31,23,101.8,104.6,0.4236,49.8,49.0,19.7,20.4,35.8,28.6,34.2,46.7,47.0,45.8,36.0,36.2,68.8,-5.3,,,2018,,,,,,,,-2.799999999999997,167.0,,0.0
Wake Forest,ACC,31,11,110.4,101.6,0.7242,50.5,51.5,18.8,17.5,30.5,27.7,31.9,39.0,47.4,48.1,37.4,37.7,70.7,-7.9,,,2018,7.94,110.9,103.0,69.5,-0.12,9.05,-1.4,7.988,89.0,,0.0
Washington,P12,34,21,105.9,98.8,0.6886,51.7,50.7,18.6,21.1,28.9,33.3,36.7,34.4,51.6,50.9,34.6,33.4,70.8,-2.5,,,2018,7.09,106.6,99.5,69.8,0.075,4.75,-0.46,7.06,98.0,,0.0
Washington St.,P12,31,12,107.5,109.5,0.4469,54.1,53.5,19.4,16.4,24.6,31.2,24.7,28.5,51.7,54.2,37.7,34.9,69.6,-9.9,,,2018,,,,,,,,-2.0,167.0,,0.0
Weber St.,BSky,28,20,105.4,106.1,0.4784,56.0,50.1,17.5,15.9,19.3,26.8,35.1,31.8,52.5,49.2,41.0,34.7,68.5,-6.1,,,2018,0.88,106.7,105.8,67.5,0.037,-2.94,-0.23,0.8652,159.0,,0.0
West Virginia,B12,37,26,120.9,95.8,0.9353,50.4,49.9,16.5,23.3,37.0,30.1,31.3,44.1,48.8,45.4,35.3,38.0,71.2,4.6,S16,5.0,2018,22.44,119.4,96.9,69.2,-0.014,10.59,-4.72,22.4456,12.0,-2.0,58.0
Western Carolina,SC,30,12,95.0,108.1,0.1838,46.8,54.4,21.7,21.0,29.0,32.7,31.8,36.1,45.3,54.3,33.0,36.3,70.8,-11.7,,,2018,,,,,,,,-13.099999999999994,167.0,,0.0
Western Illinois,Sum,24,12,96.4,106.1,0.2487,49.9,51.2,18.6,14.5,18.0,27.2,28.3,29.3,48.6,48.9,34.9,36.6,69.2,-11.0,,,2018,,,,,,,,-9.699999999999989,167.0,,0.0
Western Kentucky,CUSA,37,27,113.8,100.7,0.8039,54.2,49.4,16.6,17.9,29.0,29.3,40.0,23.9,54.6,46.7,35.4,36.0,69.5,-1.2,,,2018,14.45,114.5,100.1,68.8,-0.003,3.72,3.81,14.4512,47.0,,0.0
Western Michigan,MAC,30,17,105.3,108.0,0.4287,49.3,54.2,15.6,19.7,29.7,27.2,34.1,33.7,48.0,52.5,34.5,37.6,68.9,-9.5,,,2018,,,,,,,,-2.700000000000003,167.0,,0.0
Wichita St.,Amer,33,25,120.9,102.7,0.8671,55.1,49.4,16.5,16.3,35.4,22.6,34.8,33.2,53.8,46.0,38.1,36.3,70.1,3.4,R64,4.0,2018,19.03,121.0,101.9,68.6,-0.026,5.13,1.55,19.0404,21.0,2.0,43.0
William & Mary,CAA,29,19,114.0,114.8,0.4815,59.5,56.8,17.2,14.4,21.2,25.4,33.4,32.4,56.6,57.2,42.2,37.4,71.0,-6.2,,,2018,,,,,,,,-0.7999999999999972,167.0,,0.0
Winthrop,BSth,28,19,104.8,106.6,0.4528,54.8,49.7,19.7,18.6,26.2,27.2,35.9,32.1,54.8,48.1,36.5,34.9,72.8,-7.6,,,2018,0.85,106.1,105.2,71.6,-0.037,-5.51,2.13,0.8648,160.0,,0.0
Wisconsin,B10,33,15,108.7,98.3,0.7618,50.9,51.2,16.8,18.4,28.4,27.7,32.7,30.2,51.2,50.6,33.5,35.0,63.9,-3.8,,,2018,10.68,109.7,99.1,62.7,-0.068,9.89,0.06,10.7072,70.0,,0.0
Wofford,SC,31,21,108.0,107.8,0.5047,55.2,53.3,18.2,18.7,25.0,27.1,28.5,34.0,50.9,52.4,40.2,36.4,67.1,-5.9,,,2018,0.59,109.1,108.5,66.1,0.043,-2.59,2.05,0.5728,163.0,,0.0
Wright St.,Horz,33,25,99.4,97.2,0.5638,48.6,48.3,18.6,21.0,28.7,25.3,35.3,29.9,47.7,45.8,33.5,34.7,69.3,-3.5,R64,14.0,2018,2.89,100.6,97.7,68.3,0.074,-3.79,2.23,2.8604000000000003,133.0,2.0,19.0
Wyoming,MWC,32,20,104.6,101.2,0.5944,52.1,51.0,17.6,19.1,19.5,25.7,41.2,37.8,52.7,48.6,34.2,37.0,74.5,-3.8,,,2018,4.99,105.6,100.6,73.5,0.068,3.44,2.31,4.9628000000000005,118.0,,0.0
Xavier,BE,35,29,120.9,97.7,0.9211,55.9,49.9,17.2,15.7,30.2,23.1,41.0,25.6,55.9,49.8,37.2,33.4,71.7,8.8,R32,1.0,2018,21.51,120.1,98.6,70.5,0.091,9.35,1.84,21.4736,15.0,3.0,52.0
Yale,Ivy,30,16,102.5,105.2,0.4244,52.7,52.4,18.8,17.7,25.4,26.7,31.0,33.8,55.3,53.4,32.8,33.7,70.2,-8.3,,,2018,,,,,,,,-2.700000000000003,167.0,,0.0
Youngstown St.,Horz,30,8,101.1,114.5,0.1931,47.6,58.7,19.4,19.4,34.7,29.9,28.4,39.8,46.5,57.4,33.2,40.8,72.4,-17.9,,,2018,,,,,,,,-13.400000000000006,167.0,,0.0
Abilene Christian,Slnd,30,27,100.9,100.7,0.5064,51.9,49.8,17.3,23.3,27.0,28.5,34.0,38.3,49.5,49.8,37.7,33.3,67.1,-2.6,R64,15.0,2019,,,,,,,,0.2000000000000028,147.0,1.0,25.0
Air Force,MWC,31,14,99.7,106.1,0.3295,51.3,53.6,19.3,17.8,23.2,24.1,28.3,28.6,53.1,53.6,32.3,35.7,67.8,-10.8,,,2019,,,,,,,,-6.3999999999999915,147.0,,0.0
Akron,MAC,31,17,98.4,92.9,0.6586,48.2,45.5,17.3,19.1,25.1,29.9,27.7,30.6,48.8,46.1,31.7,29.6,67.5,-8.1,,,2019,5.87,100.0,94.1,66.2,-0.105,1.16,-5.43,5.912,107.0,,0.0
Alabama,SEC,34,18,107.4,95.6,0.7931,50.3,48.9,19.5,16.9,31.5,28.0,38.0,29.6,49.9,48.5,34.0,33.3,70.1,-0.2,,,2019,10.68,108.2,97.5,68.7,0.024,10.1,3.89,10.6704,64.0,,0.0
Alabama A&M,SWAC,32,5,87.2,109.3,0.0692,45.8,53.7,22.3,21.0,28.0,32.1,25.1,38.8,45.0,54.1,31.6,35.3,67.1,-22.6,,,2019,,,,,,,,-22.09999999999999,147.0,,0.0
Alabama St.,SWAC,29,12,93.6,111.7,0.1156,46.1,53.0,21.0,21.2,31.6,32.4,37.4,36.9,44.7,53.6,32.1,34.7,68.5,-13.7,,,2019,,,,,,,,-18.10000000000001,147.0,,0.0
Albany,AE,31,12,97.9,106.8,0.2683,49.3,52.1,20.9,18.5,27.3,28.3,32.5,30.2,46.9,51.0,34.8,35.9,67.3,-15.7,,,2019,,,,,,,,-8.899999999999991,147.0,,0.0
Alcorn St.,SWAC,27,10,89.0,112.6,0.0628,45.7,52.7,24.1,18.2,30.1,31.5,30.5,36.5,45.0,55.3,31.3,32.1,67.1,-16.7,,,2019,,,,,,,,-23.59999999999999,147.0,,0.0
American,Pat,30,15,101.7,103.5,0.4497,53.2,48.2,18.7,17.7,26.1,27.4,35.8,34.8,55.6,50.0,32.5,29.2,67.9,-11.3,,,2019,,,,,,,,-1.7999999999999972,147.0,,0.0
Appalachian St.,SB,29,11,105.5,108.0,0.4322,51.4,53.8,17.8,17.4,25.9,29.8,37.0,34.1,51.3,52.8,34.4,37.3,72.8,-13.9,,,2019,,,,,,,,-2.5,147.0,,0.0
Arizona,P12,32,17,104.0,97.4,0.6807,49.0,50.9,16.7,20.3,28.4,25.9,33.3,35.0,48.1,51.9,33.6,32.9,68.3,-4.2,,,2019,7.35,105.5,98.2,66.7,-0.013,5.62,3.27,7.3552,93.0,,0.0
Arizona St.,P12,34,23,108.7,97.6,0.775,50.6,48.5,18.7,19.0,31.7,26.9,43.8,38.6,50.8,47.3,33.6,33.4,71.9,0.1,R64,11.0,2019,11.55,109.7,98.2,70.8,0.051,5.56,1.55,11.5296,57.0,4.0,16.0
Arkansas,SEC,34,18,109.3,96.7,0.8046,51.0,49.4,18.3,22.5,28.3,34.8,38.4,41.7,50.6,48.9,34.5,33.3,71.9,-2.2,,,2019,12.92,110.1,97.2,70.4,-0.048,8.48,0.09,12.9392,54.0,,0.0
Arkansas Pine Bluff,SWAC,31,13,94.1,110.8,0.1324,48.4,51.6,22.1,19.7,29.1,30.7,42.4,45.0,47.0,50.8,34.0,35.5,67.1,-14.0,,,2019,,,,,,,,-16.700000000000003,147.0,,0.0
Arkansas St.,SB,30,13,102.4,108.8,0.3315,47.2,51.6,19.4,17.1,33.7,29.8,37.9,43.7,46.5,50.2,32.3,36.0,69.6,-12.6,,,2019,,,,,,,,-6.3999999999999915,147.0,,0.0
Army,Pat,31,13,95.8,102.1,0.3254,49.6,53.3,16.5,18.7,21.6,22.9,24.3,28.4,51.0,53.4,31.8,35.4,71.2,-14.0,,,2019,,,,,,,,-6.299999999999997,147.0,,0.0
Auburn,SEC,39,30,121.3,95.2,0.942,54.4,51.7,16.8,24.6,31.6,32.8,30.9,36.4,51.7,51.4,38.1,34.8,69.3,6.1,F4,5.0,2019,25.0,120.9,95.9,67.9,0.008,12.23,2.63,24.9968,11.0,-2.0,62.0
Austin Peay,OVC,31,22,110.3,105.7,0.6218,52.9,52.5,16.6,20.8,32.3,30.0,34.7,34.2,51.1,53.5,37.5,34.0,70.4,-4.9,,,2019,4.29,111.1,106.8,69.0,-0.009,-3.6,1.4,4.2936,126.0,,0.0
BYU,WCC,32,19,110.0,102.8,0.6868,52.8,50.7,15.3,17.6,23.7,27.0,40.0,35.4,54.7,48.3,33.0,36.6,72.7,-3.1,,,2019,7.72,112.0,104.3,70.9,0.027,2.93,-0.12,7.7092,86.0,,0.0
Ball St.,MAC,32,16,100.5,97.7,0.5825,51.8,47.3,20.2,17.9,27.5,28.6,37.6,30.4,53.5,46.8,32.2,32.1,71.6,-8.6,,,2019,3.91,102.5,98.6,70.3,-0.088,1.65,-0.54,3.9452,131.0,,0.0
Baylor,B12,34,20,114.6,99.2,0.84,51.2,49.1,19.7,18.6,37.9,29.4,32.3,36.5,51.2,47.5,34.1,34.5,66.6,0.9,R32,9.0,2019,16.48,115.3,98.8,65.2,-0.029,10.49,-4.04,16.491600000000002,35.0,0.0,35.0
Belmont,OVC,32,27,114.9,101.0,0.8138,57.6,48.7,15.2,16.0,25.3,25.0,28.5,27.4,59.2,47.2,37.0,34.4,72.5,1.2,R64,11.0,2019,14.09,115.6,101.5,71.3,0.025,-1.98,3.78,14.08,49.0,2.0,40.0
Bethune Cookman,MEAC,29,14,93.0,104.8,0.2017,48.3,47.8,21.5,19.7,33.5,31.5,37.1,36.6,48.3,48.7,32.4,30.9,73.3,-13.2,,,2019,,,,,,,,-11.799999999999995,147.0,,0.0
Binghamton,AE,31,10,95.9,112.3,0.1407,49.5,52.3,18.5,16.7,20.9,31.7,24.3,25.2,48.4,49.0,33.9,38.4,67.2,-17.4,,,2019,,,,,,,,-16.39999999999999,147.0,,0.0
Boise St.,MWC,32,13,107.6,102.4,0.6404,53.9,51.8,17.3,18.5,23.5,24.4,31.8,33.6,54.7,52.0,35.2,34.3,66.9,-11.9,,,2019,3.13,107.4,104.2,65.5,-0.192,0.09,0.47,3.2068,137.0,,0.0
Boston College,ACC,31,14,106.2,101.5,0.628,48.5,48.4,17.5,16.6,28.6,31.5,35.0,29.4,49.1,48.8,31.7,32.0,68.8,-5.4,,,2019,4.52,107.2,102.7,67.3,0.019,6.58,-6.95,4.5123999999999995,125.0,,0.0
Boston University,Pat,32,15,103.4,109.5,0.3415,53.4,54.6,18.8,18.2,28.6,25.1,24.8,32.5,54.5,56.4,34.2,34.7,67.8,-13.1,,,2019,,,,,,,,-6.099999999999994,147.0,,0.0
Bowling Green,MAC,32,22,107.5,102.0,0.6466,50.5,50.8,16.6,17.8,30.7,24.8,34.9,31.1,48.8,50.0,35.8,34.6,71.5,-4.3,,,2019,6.04,108.4,102.3,70.5,0.035,1.13,-4.56,6.026,104.0,,0.0
Bradley,MVC,34,20,101.1,100.5,0.517,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37.0,32.8,66.5,-7.9,R64,15.0,2019,,,,,,,,0.5999999999999943,147.0,1.0,4.0
Brown,Ivy,30,20,98.5,97.2,0.5373,50.4,48.0,20.3,20.9,24.5,27.5,36.7,31.3,50.2,50.1,33.8,30.0,72.4,-5.7,,,2019,,,,,,,,1.2999999999999972,147.0,,0.0
Bryant,NEC,30,10,98.5,114.5,0.15,49.0,54.9,18.4,18.6,26.6,30.2,36.8,35.4,49.2,52.8,32.5,38.8,69.3,-16.3,,,2019,,,,,,,,-16.0,147.0,,0.0
Bucknell,Pat,33,21,104.0,103.5,0.5136,53.0,49.2,17.3,16.6,25.8,27.6,33.9,32.4,53.3,48.8,35.1,33.3,71.9,-5.5,,,2019,1.85,105.8,103.9,70.7,0.052,-3.13,2.68,1.8292,143.0,,0.0
Buffalo,MAC,35,32,113.6,95.3,0.8819,53.4,47.3,16.0,20.3,31.7,26.9,32.7,31.9,55.7,49.3,33.7,29.3,74.9,5.5,R32,6.0,2019,19.85,115.2,95.4,73.6,0.056,3.14,1.15,19.8276,22.0,0.0,54.0
Butler,BE,33,16,110.5,100.9,0.7394,52.1,52.7,16.1,18.9,25.7,27.6,25.2,36.3,51.4,52.2,35.3,35.7,67.2,-4.4,,,2019,9.24,111.3,102.1,66.0,-0.043,7.74,3.3,9.2572,72.0,,0.0
Cal Baptist,WAC,27,16,104.9,107.5,0.4321,51.2,48.8,18.0,15.1,28.8,28.9,32.4,39.6,50.4,46.9,34.8,35.4,69.4,-9.0,,,2019,,,,,,,,-2.5999999999999943,147.0,,0.0
Cal Poly,BW,27,6,97.1,114.9,0.1262,47.2,52.6,17.0,15.6,26.1,31.4,25.8,38.1,46.6,51.5,32.0,36.5,67.5,-18.6,,,2019,,,,,,,,-17.80000000000001,147.0,,0.0
Cal St. Bakersfield,WAC,31,18,101.4,107.2,0.3441,46.6,51.3,19.0,20.1,37.9,29.6,29.2,52.5,46.7,49.5,31.0,36.0,66.5,-8.8,,,2019,,,,,,,,-5.799999999999997,147.0,,0.0
Cal St. Fullerton,BW,32,16,97.0,102.2,0.354,49.1,48.3,19.1,16.8,24.5,27.0,38.5,35.7,50.3,48.5,30.8,32.0,71.1,-9.7,,,2019,,,,,,,,-5.200000000000003,147.0,,0.0
Cal St. Northridge,BW,33,13,103.3,111.4,0.2967,51.5,51.6,16.7,17.1,28.4,32.5,31.8,32.2,50.3,48.2,36.1,38.4,72.3,-14.7,,,2019,,,,,,,,-8.100000000000009,147.0,,0.0
California,P12,31,8,102.9,106.9,0.3925,48.6,56.9,16.5,20.5,23.3,31.4,34.8,36.1,46.5,56.7,35.0,38.1,68.0,-13.5,,,2019,,,,,,,,-4.0,147.0,,0.0
Campbell,BSth,30,20,106.9,108.8,0.4489,52.8,54.6,14.8,19.5,23.7,28.9,31.2,36.0,54.8,53.6,33.8,37.3,67.1,-7.4,,,2019,,,,,,,,-1.8999999999999917,147.0,,0.0
Canisius,MAAC,32,15,101.1,111.0,0.2539,50.5,53.6,18.6,20.5,27.0,31.9,31.4,36.9,52.0,53.3,32.4,36.0,69.2,-11.7,,,2019,,,,,,,,-9.900000000000006,147.0,,0.0
Central Arkansas,Slnd,30,14,98.6,110.7,0.2097,49.1,51.9,19.7,18.0,24.5,30.9,34.2,34.3,46.3,51.2,35.3,35.3,72.0,-13.4,,,2019,,,,,,,,-12.100000000000009,147.0,,0.0
Central Connecticut,NEC,29,11,95.1,111.6,0.1373,47.0,53.0,19.8,18.1,29.6,29.9,34.1,37.2,45.8,51.5,32.8,36.6,70.5,-15.3,,,2019,,,,,,,,-16.5,147.0,,0.0
Central Michigan,MAC,32,23,109.2,105.3,0.6038,51.4,50.1,16.2,18.7,31.0,33.1,40.0,28.8,48.9,53.6,36.9,29.3,72.4,-4.0,,,2019,4.27,110.4,106.1,71.3,0.022,-0.39,-10.08,4.2612,127.0,,0.0
Charleston Southern,BSth,30,18,100.1,100.6,0.4843,49.8,50.9,18.0,21.1,29.1,27.7,27.0,31.2,48.4,48.8,34.5,35.9,70.5,-9.3,,,2019,,,,,,,,-0.5,147.0,,0.0
Charlotte,CUSA,29,8,95.0,107.7,0.1916,48.1,51.3,22.0,17.9,22.3,26.4,36.3,32.6,49.2,49.9,31.1,35.5,65.9,-15.4,,,2019,,,,,,,,-12.700000000000005,147.0,,0.0
Chattanooga,SC,29,12,101.0,107.5,0.3286,51.5,52.9,19.1,15.4,24.6,28.4,24.2,31.6,49.3,52.0,36.3,36.4,67.9,-12.6,,,2019,,,,,,,,-6.5,147.0,,0.0
Chicago St.,WAC,30,3,88.5,117.3,0.038,44.2,57.8,22.5,16.7,22.1,33.9,33.1,33.9,43.5,57.9,30.7,38.5,71.9,-20.9,,,2019,,,,,,,,-28.799999999999997,147.0,,0.0
Cincinnati,Amer,35,28,112.3,93.8,0.8871,49.0,48.6,16.0,20.9,37.4,29.3,37.6,30.5,47.6,45.1,34.5,35.5,65.0,5.8,R64,7.0,2019,17.5,112.3,94.8,63.4,0.05,5.12,-2.85,17.48,29.0,1.0,50.0
Clemson,ACC,34,20,107.2,90.3,0.8773,50.7,47.6,19.7,19.8,27.8,24.5,33.5,30.0,51.5,44.4,32.8,35.0,67.4,0.1,,,2019,16.14,108.0,91.8,66.2,-0.066,8.49,0.82,16.1664,36.0,,0.0
Cleveland St.,Horz,29,10,101.4,110.5,0.2708,51.5,51.6,18.5,16.8,26.3,33.0,31.7,34.0,48.9,53.2,36.5,32.9,70.7,-15.2,,,2019,,,,,,,,-9.099999999999994,147.0,,0.0
Coastal Carolina,SB,32,17,106.4,104.2,0.5592,51.8,51.0,19.6,18.0,32.7,28.6,39.4,42.3,49.4,53.1,37.0,32.3,70.9,-9.9,,,2019,,,,,,,,2.200000000000003,147.0,,0.0
Colgate,Pat,34,24,109.1,105.5,0.5961,55.9,50.7,19.3,17.8,30.2,27.1,28.4,28.2,53.5,50.5,39.5,33.9,67.9,-4.4,R64,15.0,2019,4.6,110.5,105.9,66.4,0.012,-3.83,0.84,4.595199999999999,124.0,1.0,15.0
College of Charleston,CAA,32,24,106.8,103.1,0.601,54.2,52.1,15.6,19.1,25.6,25.9,33.5,26.4,56.3,53.7,33.7,33.3,66.8,-3.1,,,2019,,,,,,,,3.700000000000003,147.0,,0.0
Colorado,P12,36,23,105.8,95.7,0.7584,51.0,48.4,19.1,17.4,30.7,23.6,37.2,31.1,52.3,48.8,32.3,31.8,69.5,-3.6,,,2019,10.75,106.8,96.1,68.1,-0.028,2.29,-4.96,10.7612,63.0,,0.0
Colorado St.,MWC,31,12,106.5,107.9,0.462,54.4,53.1,17.0,16.2,23.9,27.1,31.9,29.5,55.5,53.5,35.2,35.0,68.5,-13.0,,,2019,,,,,,,,-1.4000000000000057,147.0,,0.0
Columbia,Ivy,26,10,102.0,105.6,0.4033,51.5,52.1,18.0,18.9,24.3,27.2,22.4,38.1,50.6,51.0,35.4,35.8,68.9,-12.5,,,2019,,,,,,,,-3.5999999999999943,147.0,,0.0
Connecticut,Amer,33,16,107.8,101.0,0.6797,51.0,49.6,18.5,20.0,32.3,30.2,32.7,39.2,50.7,49.2,34.4,33.5,70.4,-5.7,,,2019,6.78,109.0,102.2,68.6,-0.07,3.79,-5.7,6.808,97.0,,0.0
Coppin St.,MEAC,33,8,87.5,109.2,0.0724,45.5,50.2,23.3,16.7,26.0,28.9,37.7,33.6,47.7,47.1,28.6,36.5,71.7,-18.1,,,2019,,,,,,,,-21.700000000000003,147.0,,0.0
Cornell,Ivy,29,15,99.0,104.0,0.3611,51.1,50.5,18.9,17.4,18.8,28.8,33.9,26.8,52.3,50.6,32.9,33.7,69.3,-8.5,,,2019,,,,,,,,-5.0,147.0,,0.0
Creighton,BE,34,20,110.9,97.1,0.8229,56.2,52.8,18.6,19.1,24.7,26.8,29.0,27.9,55.7,52.9,37.9,35.0,70.1,-2.3,,,2019,12.67,112.0,99.3,68.7,-0.034,8.07,5.14,12.6836,55.0,,0.0
Dartmouth,Ivy,28,11,102.7,106.5,0.3975,51.8,53.0,17.6,16.0,23.9,24.8,24.8,27.9,50.6,54.6,35.8,33.1,67.4,-12.9,,,2019,,,,,,,,-3.799999999999997,147.0,,0.0
Davidson,A10,33,24,107.3,99.8,0.6974,53.1,48.3,16.7,16.7,23.3,24.8,28.3,30.0,52.8,47.3,35.6,33.0,66.1,-0.9,,,2019,7.78,108.2,100.4,64.7,0.054,0.66,2.06,7.7584,85.0,,0.0
Dayton,A10,33,21,111.1,98.9,0.7915,56.1,47.9,18.8,16.8,26.9,27.4,32.1,23.8,59.5,47.7,33.2,32.1,66.1,-2.3,,,2019,11.27,112.1,100.8,64.7,-0.047,1.24,1.49,11.2888,62.0,,0.0
DePaul,BE,36,19,111.7,106.3,0.6381,52.7,53.2,18.8,17.7,32.7,25.6,36.1,30.9,53.3,51.2,34.3,37.3,71.0,-5.2,,,2019,5.02,111.7,106.7,70.1,-0.018,3.33,-8.64,5.0272,116.0,,0.0
Delaware,CAA,31,17,103.4,112.1,0.2821,53.3,52.8,17.2,14.9,24.2,28.8,31.2,28.6,50.9,49.9,37.8,38.4,64.8,-11.1,,,2019,,,,,,,,-8.699999999999989,147.0,,0.0
Delaware St.,MEAC,29,6,84.3,112.2,0.0358,40.0,52.4,19.0,18.9,27.8,31.6,25.5,39.2,37.7,52.6,29.0,34.7,71.6,-21.7,,,2019,,,,,,,,-27.90000000000001,147.0,,0.0
Denver,Sum,29,8,98.3,111.5,0.1916,50.2,56.5,19.7,15.7,26.4,22.9,26.2,28.3,47.8,51.7,36.2,41.8,68.8,-16.1,,,2019,,,,,,,,-13.200000000000005,147.0,,0.0
Detroit,Horz,31,11,105.7,112.0,0.3402,49.7,54.4,16.3,19.8,29.3,36.4,31.0,32.7,46.7,56.2,35.6,34.5,70.1,-12.3,,,2019,,,,,,,,-6.299999999999997,147.0,,0.0
Drake,MVC,32,24,106.2,101.2,0.6349,53.3,48.7,19.1,16.8,24.3,26.0,32.6,29.4,53.2,50.8,35.7,30.0,70.6,-2.9,,,2019,3.76,106.5,102.8,69.3,0.081,-1.58,0.47,3.7276,133.0,,0.0
Drexel,CAA,31,13,103.1,112.9,0.2602,51.3,55.6,16.6,14.6,29.2,26.3,30.6,30.3,50.9,54.7,34.7,38.2,70.7,-13.6,,,2019,,,,,,,,-9.800000000000011,147.0,,0.0
Duke,ACC,38,32,118.9,89.2,0.9646,53.6,45.0,17.5,19.4,35.6,29.5,33.2,24.0,58.0,45.0,30.8,29.9,73.6,11.2,E8,1.0,2019,30.62,120.0,89.3,72.1,0.018,12.85,5.08,30.6128,4.0,0.0,62.0
Duquesne,A10,32,19,103.8,104.4,0.4824,49.9,49.9,19.8,21.6,31.9,35.1,35.0,31.9,51.1,49.5,32.2,33.8,71.0,-6.7,,,2019,,,,,,,,-0.6000000000000085,147.0,,0.0
East Carolina,Amer,31,10,98.8,105.2,0.3273,46.1,51.0,19.0,19.5,28.2,31.0,35.6,41.8,47.7,52.0,28.4,32.9,69.9,-12.3,,,2019,,,,,,,,-6.400000000000006,147.0,,0.0
East Tennessee St.,SC,32,24,107.9,102.0,0.6568,54.6,52.6,20.0,20.5,37.0,23.9,30.0,30.5,55.0,48.5,35.9,39.1,68.5,-1.5,,,2019,8.48,109.9,101.4,67.2,0.011,-1.29,-2.21,8.4756,80.0,,0.0
Eastern Illinois,OVC,31,14,99.4,110.6,0.2251,49.6,53.6,18.8,18.4,29.2,30.5,28.7,33.1,46.7,50.3,36.2,39.0,68.3,-12.1,,,2019,,,,,,,,-11.199999999999989,147.0,,0.0
Eastern Kentucky,OVC,29,13,98.7,105.1,0.3282,47.8,53.2,18.2,21.5,27.3,31.1,32.6,39.7,47.7,54.4,32.0,34.0,78.6,-11.3,,,2019,,,,,,,,-6.3999999999999915,147.0,,0.0
Eastern Michigan,MAC,28,15,101.4,101.5,0.4973,48.5,50.8,20.8,20.1,34.3,34.9,33.9,32.0,50.5,50.4,29.9,34.2,64.4,-8.1,,,2019,,,,,,,,-0.0999999999999943,147.0,,0.0
Eastern Washington,BSky,33,16,100.1,106.4,0.3297,50.3,52.5,17.1,16.6,24.6,23.6,27.0,34.8,48.9,50.1,34.8,37.4,69.0,-11.9,,,2019,,,,,,,,-6.300000000000011,147.0,,0.0
Elon,CAA,30,11,99.2,110.0,0.2335,52.0,53.6,18.4,15.2,22.4,28.3,24.3,29.4,52.2,51.5,34.6,37.8,69.5,-16.3,,,2019,,,,,,,,-10.799999999999995,147.0,,0.0
Evansville,MVC,30,11,98.1,105.6,0.3008,49.4,50.0,18.5,17.1,18.9,26.2,37.5,37.5,47.9,49.0,34.2,34.8,71.0,-14.5,,,2019,,,,,,,,-7.5,147.0,,0.0
FIU,CUSA,30,20,101.4,105.1,0.3994,48.9,53.1,17.7,23.4,25.7,34.4,37.9,35.4,52.2,53.6,29.3,34.8,79.1,-7.9,,,2019,,,,,,,,-3.6999999999999886,147.0,,0.0
Fairfield,MAAC,31,9,95.9,105.1,0.2571,50.7,52.6,20.7,21.4,26.1,28.9,23.9,40.1,49.5,51.2,35.0,36.6,69.3,-17.8,,,2019,,,,,,,,-9.199999999999989,147.0,,0.0
Fairleigh Dickinson,NEC,33,21,104.5,110.3,0.3494,54.2,52.0,19.7,20.2,29.5,33.2,35.7,29.4,51.0,51.3,40.1,35.3,68.0,-9.3,R64,16.0,2019,,,,,,,,-5.799999999999997,147.0,0.0,14.0
Florida,SEC,36,20,110.3,91.6,0.8947,49.8,48.1,17.9,22.4,30.6,32.2,29.9,33.6,49.5,48.5,33.4,31.6,64.3,0.7,R32,10.0,2019,18.3,110.5,92.2,62.9,-0.063,12.0,5.12,18.3252,26.0,-3.0,15.0
Florida A&M,MEAC,29,12,88.2,101.4,0.1673,49.1,48.5,24.6,21.7,27.9,32.4,31.1,40.5,46.9,50.4,36.4,30.2,66.4,-14.1,,,2019,,,,,,,,-13.200000000000005,147.0,,0.0
Florida Atlantic,CUSA,30,17,98.4,98.3,0.5042,47.9,48.2,20.7,18.1,29.0,25.4,28.6,31.4,47.0,48.7,32.6,31.6,68.7,-9.0,,,2019,,,,,,,,0.1000000000000085,147.0,,0.0
Florida Gulf Coast,ASun,30,14,99.9,104.8,0.3675,52.6,52.1,21.2,19.2,25.6,30.8,31.9,27.4,50.7,49.9,36.9,36.8,69.8,-11.1,,,2019,,,,,,,,-4.8999999999999915,147.0,,0.0
Florida St.,ACC,37,29,111.7,90.9,0.9146,50.5,47.2,18.9,20.3,32.8,27.0,35.8,35.7,50.9,45.3,33.2,33.5,70.0,7.6,S16,4.0,2019,22.39,112.8,90.4,68.6,0.046,10.46,0.93,22.3716,14.0,0.0,58.0
Fordham,A10,31,12,96.0,102.6,0.3181,46.8,49.5,16.4,19.1,25.1,28.0,24.5,36.9,44.7,49.6,33.0,32.9,66.3,-14.9,,,2019,,,,,,,,-6.599999999999994,147.0,,0.0
